date,symbol,sentiment_signal
2012-11-12,MSFT,2
2012-11-12,AAPL,-1
2012-11-13,MSFT,-1
2012-11-13,AAPL,4
2012-11-13,GOOG,6
2012-11-14,NOK,2
2012-11-14,F,2
2012-11-14,XOM,6
2012-11-14,GOOG,2
2012-11-14,T,6
2012-11-14,FB,-3
2012-11-14,BAC,6
2012-11-14,AAPL,3
2012-11-14,IBM,6
2012-11-14,MSFT,-1
2012-11-14,WMT,6
2012-11-14,GE,6
2012-11-15,IBM,6
2012-11-15,FB,-1
2012-11-15,WMT,-3
2012-11-15,BAC,1
2012-11-15,AAPL,2
2012-11-15,NOK,1
2012-11-15,T,6
2012-11-15,MSFT,-3
2012-11-15,GE,2
2012-11-15,XOM,2
2012-11-15,GOOG,-1
2012-11-15,F,1
2012-11-16,MSFT,-1
2012-11-16,AAPL,-1
2012-11-16,IBM,1
2012-11-16,NOK,1
2012-11-16,WMT,-3
2012-11-16,XOM,6
2012-11-16,FB,1
2012-11-16,T,4
2012-11-16,GOOG,-3
2012-11-16,GE,2
2012-11-16,BAC,-1
2012-11-16,F,6
2012-11-17,GOOG,-1
2012-11-17,BAC,-1
2012-11-17,NOK,1
2012-11-17,F,6
2012-11-17,MSFT,-1
2012-11-17,IBM,1
2012-11-17,GE,6
2012-11-17,WMT,-1
2012-11-17,T,6
2012-11-17,XOM,6
2012-11-17,AAPL,-1
2012-11-17,FB,6
2012-11-18,IBM,1
2012-11-18,FB,4
2012-11-18,GOOG,-1
2012-11-18,BAC,-1
2012-11-18,MSFT,4
2012-11-18,GE,6
2012-11-18,WMT,-1
2012-11-18,XOM,6
2012-11-18,T,6
2012-11-18,AAPL,1
2012-11-18,NOK,1
2012-11-18,F,6
2012-11-19,F,-1
2012-11-19,FB,4
2012-11-19,NOK,1
2012-11-19,AAPL,3
2012-11-19,IBM,1
2012-11-19,MSFT,4
2012-11-19,GE,6
2012-11-19,WMT,-1
2012-11-19,BAC,6
2012-11-19,T,6
2012-11-19,GOOG,6
2012-11-19,XOM,1
2012-11-20,AAPL,-1
2012-11-20,F,4
2012-11-20,NOK,3
2012-11-20,GE,3
2012-11-20,WMT,-1
2012-11-20,MSFT,3
2012-11-20,GOOG,1
2012-11-20,XOM,1
2012-11-20,BAC,6
2012-11-20,IBM,3
2012-11-20,FB,3
2012-11-20,T,4
2012-11-21,MSFT,-3
2012-11-21,FB,2
2012-11-21,WMT,-1
2012-11-21,NOK,-3
2012-11-21,IBM,1
2012-11-21,AAPL,-1
2012-11-21,XOM,-3
2012-11-21,F,5
2012-11-21,BAC,6
2012-11-21,GOOG,-1
2012-11-21,GE,3
2012-11-21,T,1
2012-11-22,FB,6
2012-11-22,NOK,-3
2012-11-22,MSFT,-1
2012-11-22,GOOG,-1
2012-11-22,T,3
2012-11-22,BAC,6
2012-11-22,WMT,1
2012-11-22,AAPL,2
2012-11-22,IBM,2
2012-11-22,XOM,1
2012-11-22,F,6
2012-11-22,GE,3
2012-11-23,IBM,1
2012-11-23,T,3
2012-11-23,XOM,3
2012-11-23,NOK,-1
2012-11-23,GOOG,4
2012-11-23,GE,6
2012-11-23,BAC,6
2012-11-23,WMT,-3
2012-11-23,MSFT,-1
2012-11-23,FB,6
2012-11-23,AAPL,-3
2012-11-23,F,1
2012-11-24,AAPL,-1
2012-11-24,IBM,-3
2012-11-24,XOM,3
2012-11-24,T,5
2012-11-24,WMT,-1
2012-11-24,FB,4
2012-11-24,MSFT,6
2012-11-24,BAC,6
2012-11-24,GE,4
2012-11-24,GOOG,3
2012-11-24,F,1
2012-11-24,NOK,-3
2012-11-25,BAC,6
2012-11-25,WMT,-1
2012-11-25,GE,4
2012-11-25,NOK,-3
2012-11-25,XOM,3
2012-11-25,FB,1
2012-11-25,T,5
2012-11-25,GOOG,1
2012-11-25,F,2
2012-11-25,MSFT,6
2012-11-25,IBM,-3
2012-11-25,AAPL,-3
2012-11-26,T,6
2012-11-26,F,6
2012-11-26,MSFT,6
2012-11-26,XOM,6
2012-11-26,GE,4
2012-11-26,NOK,-3
2012-11-26,GOOG,5
2012-11-26,IBM,-3
2012-11-26,FB,6
2012-11-26,AAPL,6
2012-11-26,WMT,6
2012-11-26,BAC,2
2012-11-27,NOK,-3
2012-11-27,MSFT,2
2012-11-27,XOM,5
2012-11-27,GE,4
2012-11-27,FB,2
2012-11-27,GOOG,2
2012-11-27,T,6
2012-11-27,BAC,2
2012-11-27,F,6
2012-11-27,WMT,4
2012-11-27,AAPL,1
2012-11-27,IBM,-1
2012-11-28,F,2
2012-11-28,XOM,6
2012-11-28,NOK,-3
2012-11-28,AAPL,-1
2012-11-28,WMT,4
2012-11-28,GOOG,-3
2012-11-28,T,1
2012-11-28,MSFT,1
2012-11-28,FB,-1
2012-11-28,BAC,2
2012-11-28,IBM,-1
2012-11-28,GE,6
2012-11-29,BAC,3
2012-11-29,NOK,-3
2012-11-29,WMT,6
2012-11-29,GOOG,-1
2012-11-29,XOM,-1
2012-11-29,T,2
2012-11-29,GE,6
2012-11-29,IBM,-1
2012-11-29,F,1
2012-11-29,FB,6
2012-11-29,MSFT,-1
2012-11-29,AAPL,6
2012-11-30,BAC,2
2012-11-30,NOK,-1
2012-11-30,IBM,-1
2012-11-30,F,-1
2012-11-30,GOOG,4
2012-11-30,GE,-1
2012-11-30,AAPL,2
2012-11-30,FB,6
2012-11-30,T,-3
2012-11-30,XOM,1
2012-11-30,WMT,6
2012-11-30,MSFT,-1
2012-12-01,XOM,-3
2012-12-01,GE,-1
2012-12-01,AAPL,4
2012-12-01,BAC,2
2012-12-01,F,-3
2012-12-01,IBM,-1
2012-12-01,NOK,-1
2012-12-01,T,1
2012-12-01,GOOG,3
2012-12-01,WMT,6
2012-12-01,MSFT,-1
2012-12-01,FB,4
2012-12-02,SHLD,6
2012-12-02,T,3
2012-12-02,AAPL,6
2012-12-02,BBY,6
2012-12-02,JPM,6
2012-12-02,CMG,6
2012-12-02,COST,6
2012-12-02,GE,-1
2012-12-02,TGT,6
2012-12-02,NOK,-1
2012-12-02,INTC,2
2012-12-02,WMT,6
2012-12-02,AMZN,6
2012-12-02,BAC,2
2012-12-02,SNE,6
2012-12-02,YHOO,6
2012-12-02,MSFT,4
2012-12-02,IBM,-3
2012-12-02,WFC,6
2012-12-02,BKS,6
2012-12-02,TM,6
2012-12-02,NFLX,6
2012-12-02,XOM,-3
2012-12-02,EBAY,6
2012-12-02,M,6
2012-12-02,HD,6
2012-12-02,KR,6
2012-12-02,GOOG,3
2012-12-02,GPS,6
2012-12-02,JWN,6
2012-12-02,F,-1
2012-12-02,WAG,6
2012-12-02,GS,6
2012-12-02,FB,6
2012-12-02,KSS,6
2012-12-03,KSS,6
2012-12-03,GS,6
2012-12-03,CMG,6
2012-12-03,JWN,6
2012-12-03,T,3
2012-12-03,GPS,6
2012-12-03,BBY,6
2012-12-03,M,6
2012-12-03,F,-1
2012-12-03,HD,6
2012-12-03,IBM,-1
2012-12-03,NFLX,6
2012-12-03,MSFT,1
2012-12-03,FB,2
2012-12-03,COST,6
2012-12-03,WMT,4
2012-12-03,TM,6
2012-12-03,KR,6
2012-12-03,GE,1
2012-12-03,BAC,-3
2012-12-03,TGT,6
2012-12-03,SNE,6
2012-12-03,YHOO,2
2012-12-03,GOOG,3
2012-12-03,INTC,1
2012-12-03,NOK,-1
2012-12-03,WFC,6
2012-12-03,WAG,6
2012-12-03,DELL,1
2012-12-03,SHLD,6
2012-12-03,AAPL,2
2012-12-03,XOM,-3
2012-12-03,BKS,6
2012-12-03,JPM,6
2012-12-03,EBAY,6
2012-12-03,AMZN,6
2012-12-04,TGT,6
2012-12-04,KSS,6
2012-12-04,MSFT,3
2012-12-04,YHOO,6
2012-12-04,SHLD,6
2012-12-04,TM,6
2012-12-04,WMT,4
2012-12-04,BAC,-1
2012-12-04,GS,6
2012-12-04,FB,3
2012-12-04,NFLX,1
2012-12-04,AMZN,6
2012-12-04,AAPL,1
2012-12-04,CMG,6
2012-12-04,WAG,6
2012-12-04,GE,1
2012-12-04,COST,2
2012-12-04,IBM,3
2012-12-04,KR,6
2012-12-04,GOOG,6
2012-12-04,NOK,-1
2012-12-04,F,-1
2012-12-04,DELL,1
2012-12-04,XOM,3
2012-12-04,GPS,6
2012-12-04,T,-1
2012-12-04,JPM,6
2012-12-04,M,6
2012-12-04,WFC,2
2012-12-04,BBY,6
2012-12-04,SNE,6
2012-12-04,HD,2
2012-12-04,INTC,3
2012-12-04,BKS,6
2012-12-04,JWN,6
2012-12-04,EBAY,6
2012-12-05,MSFT,-1
2012-12-05,TGT,6
2012-12-05,KSS,6
2012-12-05,M,6
2012-12-05,COST,2
2012-12-05,JWN,6
2012-12-05,GE,2
2012-12-05,NOK,-1
2012-12-05,T,-1
2012-12-05,EBAY,3
2012-12-05,YHOO,-1
2012-12-05,IBM,6
2012-12-05,F,-1
2012-12-05,NFLX,-1
2012-12-05,GPS,6
2012-12-05,AMZN,6
2012-12-05,BBY,2
2012-12-05,XOM,3
2012-12-05,AAPL,-1
2012-12-05,WAG,6
2012-12-05,BAC,-1
2012-12-05,DELL,-1
2012-12-05,KR,6
2012-12-05,INTC,-3
2012-12-05,JPM,6
2012-12-05,WMT,1
2012-12-05,TM,2
2012-12-05,FB,2
2012-12-05,HD,2
2012-12-05,SNE,6
2012-12-05,WFC,3
2012-12-05,SHLD,6
2012-12-05,GOOG,1
2012-12-05,CMG,6
2012-12-05,BKS,6
2012-12-05,GS,1
2012-12-06,ATVI,6
2012-12-06,NKE,6
2012-12-06,CIM,6
2012-12-06,BAC,4
2012-12-06,M,2
2012-12-06,DAL,6
2012-12-06,CMG,6
2012-12-06,WMT,1
2012-12-06,CVS,6
2012-12-06,SD,6
2012-12-06,BTU,6
2012-12-06,F,-1
2012-12-06,C,3
2012-12-06,JWN,6
2012-12-06,TM,2
2012-12-06,DLX,6
2012-12-06,ACOM,6
2012-12-06,AAPL,-1
2012-12-06,BMY,6
2012-12-06,ZLC,6
2012-12-06,ABT,6
2012-12-06,KO,6
2012-12-06,KR,6
2012-12-06,FCX,6
2012-12-06,YHOO,1
2012-12-06,NTRI,6
2012-12-06,AZO,6
2012-12-06,AMZN,6
2012-12-06,NOK,3
2012-12-06,ACI,2
2012-12-06,SCHW,6
2012-12-06,WFC,1
2012-12-06,FLWS,6
2012-12-06,EXPR,6
2012-12-06,VALE,6
2012-12-06,URBN,6
2012-12-06,GOOG,-1
2012-12-06,HD,2
2012-12-06,MSFT,-1
2012-12-06,WTW,6
2012-12-06,GRPN,6
2012-12-06,ZNGA,6
2012-12-06,S,6
2012-12-06,RSH,6
2012-12-06,FOSL,6
2012-12-06,DSW,6
2012-12-06,IBM,6
2012-12-06,FL,6
2012-12-06,NLY,6
2012-12-06,AMAT,6
2012-12-06,SIRI,2
2012-12-06,NXY,6
2012-12-06,CAT,6
2012-12-06,GPS,2
2012-12-06,PXP,6
2012-12-06,ANN,6
2012-12-06,SHLD,6
2012-12-06,GE,1
2012-12-06,GMCR,6
2012-12-06,JOSB,6
2012-12-06,ARNA,6
2012-12-06,XOM,-1
2012-12-06,GS,1
2012-12-06,PCCC,6
2012-12-06,BA,6
2012-12-06,JNJ,6
2012-12-06,FB,6
2012-12-06,EMC,6
2012-12-06,COST,2
2012-12-06,GME,6
2012-12-06,VITC,6
2012-12-06,SWY,6
2012-12-06,HOV,6
2012-12-06,AVP,6
2012-12-06,JPM,6
2012-12-06,CAB,6
2012-12-06,KSS,6
2012-12-06,MYL,6
2012-12-06,AMD,6
2012-12-06,TIE,6
2012-12-06,UA,6
2012-12-06,DKS,6
2012-12-06,T,5
2012-12-06,EBAY,3
2012-12-06,INTC,-1
2012-12-06,SFLY,6
2012-12-06,MDLZ,6
2012-12-06,DDS,6
2012-12-06,CMCSA,6
2012-12-06,GWW,6
2012-12-06,ORCL,6
2012-12-06,SKS,6
2012-12-06,FSLR,6
2012-12-06,SCHL,6
2012-12-06,SNE,6
2012-12-06,BKS,6
2012-12-06,MMR,6
2012-12-06,DELL,-3
2012-12-06,QCOM,6
2012-12-06,CSCO,2
2012-12-06,MCP,6
2012-12-06,VPRT,6
2012-12-06,P,6
2012-12-06,VZ,6
2012-12-06,GILD,6
2012-12-06,TXN,6
2012-12-06,PETS,6
2012-12-06,LOW,6
2012-12-06,ARO,6
2012-12-06,DIS,6
2012-12-06,NFLX,-1
2012-12-06,GES,6
2012-12-06,MGM,6
2012-12-06,AIG,6
2012-12-06,RL,6
2012-12-06,TIF,6
2012-12-06,JEF,6
2012-12-06,PFE,6
2012-12-06,WAG,6
2012-12-06,EL,6
2012-12-06,NWSA,6
2012-12-06,BBY,6
2012-12-06,AEO,6
2012-12-06,TGT,2
2012-12-06,HOTT,6
2012-12-06,NILE,6
2012-12-06,SYMC,6
2012-12-06,PETM,6
2012-12-06,COH,6
2012-12-06,JCP,6
2012-12-07,LOW,6
2012-12-07,EXPR,6
2012-12-07,P,2
2012-12-07,ARNA,6
2012-12-07,TIF,6
2012-12-07,SFLY,6
2012-12-07,PXP,6
2012-12-07,PCCC,6
2012-12-07,ACI,2
2012-12-07,SWY,6
2012-12-07,JOSB,6
2012-12-07,KSS,6
2012-12-07,GE,1
2012-12-07,YHOO,3
2012-12-07,SIRI,6
2012-12-07,T,-3
2012-12-07,MDLZ,6
2012-12-07,GPS,2
2012-12-07,EMC,6
2012-12-07,NFLX,-3
2012-12-07,JEF,6
2012-12-07,TGT,1
2012-12-07,JCP,6
2012-12-07,XOM,-3
2012-12-07,AEO,6
2012-12-07,AVP,6
2012-12-07,GILD,6
2012-12-07,HOTT,6
2012-12-07,ZLC,6
2012-12-07,SD,6
2012-12-07,FL,6
2012-12-07,AMD,6
2012-12-07,DKS,6
2012-12-07,GS,1
2012-12-07,EL,6
2012-12-07,CAB,6
2012-12-07,SYMC,6
2012-12-07,FOSL,6
2012-12-07,AZO,6
2012-12-07,PFE,6
2012-12-07,FSLR,6
2012-12-07,BMY,6
2012-12-07,BBY,6
2012-12-07,KR,6
2012-12-07,BKS,6
2012-12-07,FB,-3
2012-12-07,KO,6
2012-12-07,DSW,6
2012-12-07,F,-3
2012-12-07,IBM,1
2012-12-07,BAC,5
2012-12-07,ACOM,6
2012-12-07,AMZN,1
2012-12-07,GOOG,1
2012-12-07,TM,2
2012-12-07,RL,6
2012-12-07,BTU,6
2012-12-07,MMR,6
2012-12-07,MCP,6
2012-12-07,PETM,6
2012-12-07,CAT,6
2012-12-07,GMCR,6
2012-12-07,VITC,6
2012-12-07,ZNGA,2
2012-12-07,HD,2
2012-12-07,SCHW,6
2012-12-07,CMCSA,6
2012-12-07,DAL,6
2012-12-07,S,2
2012-12-07,EBAY,4
2012-12-07,VPRT,6
2012-12-07,NTRI,6
2012-12-07,ORCL,6
2012-12-07,JPM,4
2012-12-07,MYL,6
2012-12-07,WAG,6
2012-12-07,WMT,-1
2012-12-07,GES,6
2012-12-07,MSFT,-1
2012-12-07,VALE,6
2012-12-07,TIE,6
2012-12-07,SNE,6
2012-12-07,C,3
2012-12-07,NOK,6
2012-12-07,DIS,1
2012-12-07,ARO,6
2012-12-07,CMG,6
2012-12-07,CIM,6
2012-12-07,COH,6
2012-12-07,CSCO,1
2012-12-07,URBN,6
2012-12-07,JNJ,6
2012-12-07,QCOM,6
2012-12-07,GWW,6
2012-12-07,SCHL,6
2012-12-07,NKE,6
2012-12-07,ANN,6
2012-12-07,VZ,2
2012-12-07,DDS,6
2012-12-07,ABT,6
2012-12-07,PETS,6
2012-12-07,TXN,6
2012-12-07,BA,3
2012-12-07,WFC,-3
2012-12-07,SHLD,2
2012-12-07,CVS,6
2012-12-07,SKS,6
2012-12-07,NXY,6
2012-12-07,GME,6
2012-12-07,NLY,6
2012-12-07,INTC,-1
2012-12-07,UA,6
2012-12-07,AIG,6
2012-12-07,NWSA,6
2012-12-07,JWN,2
2012-12-07,RSH,6
2012-12-07,MGM,6
2012-12-07,DLX,6
2012-12-07,HOV,6
2012-12-07,WTW,6
2012-12-07,GRPN,6
2012-12-07,NILE,6
2012-12-07,FCX,6
2012-12-07,DELL,-3
2012-12-07,M,1
2012-12-07,COST,3
2012-12-07,AMAT,6
2012-12-07,ATVI,6
2012-12-07,AAPL,-1
2012-12-07,FLWS,6
2012-12-08,KO,6
2012-12-08,AZO,6
2012-12-08,TIE,6
2012-12-08,M,3
2012-12-08,JPM,6
2012-12-08,WFC,-1
2012-12-08,SYMC,6
2012-12-08,FOSL,6
2012-12-08,FB,-3
2012-12-08,SD,6
2012-12-08,ANN,6
2012-12-08,HOTT,6
2012-12-08,F,-3
2012-12-08,VALE,6
2012-12-08,INTC,-1
2012-12-08,DAL,6
2012-12-08,JCP,6
2012-12-08,MSFT,6
2012-12-08,AMZN,2
2012-12-08,BA,3
2012-12-08,SWY,6
2012-12-08,YHOO,3
2012-12-08,MDLZ,6
2012-12-08,EXPR,6
2012-12-08,JNJ,6
2012-12-08,ATVI,6
2012-12-08,GPS,2
2012-12-08,AMD,2
2012-12-08,AVP,6
2012-12-08,LOW,6
2012-12-08,KR,6
2012-12-08,BMY,6
2012-12-08,SIRI,3
2012-12-08,ARNA,6
2012-12-08,GMCR,6
2012-12-08,MCP,6
2012-12-08,DIS,6
2012-12-08,GWW,6
2012-12-08,HD,2
2012-12-08,NFLX,-3
2012-12-08,C,3
2012-12-08,DDS,6
2012-12-08,CIM,6
2012-12-08,MGM,6
2012-12-08,UA,6
2012-12-08,ABT,6
2012-12-08,GME,6
2012-12-08,XOM,-3
2012-12-08,SFLY,6
2012-12-08,GS,1
2012-12-08,ORCL,6
2012-12-08,AEO,6
2012-12-08,WTW,2
2012-12-08,ACI,2
2012-12-08,FSLR,6
2012-12-08,EL,6
2012-12-08,URBN,6
2012-12-08,NWSA,6
2012-12-08,FL,6
2012-12-08,NILE,6
2012-12-08,TM,2
2012-12-08,AMAT,6
2012-12-08,KSS,6
2012-12-08,EBAY,1
2012-12-08,DSW,6
2012-12-08,PFE,2
2012-12-08,COST,1
2012-12-08,CVS,6
2012-12-08,JWN,2
2012-12-08,TIF,6
2012-12-08,RSH,6
2012-12-08,PETS,6
2012-12-08,COH,6
2012-12-08,VZ,2
2012-12-08,MYL,6
2012-12-08,PXP,6
2012-12-08,TGT,1
2012-12-08,S,2
2012-12-08,CSCO,1
2012-12-08,NKE,6
2012-12-08,WMT,-1
2012-12-08,CAB,6
2012-12-08,BBY,6
2012-12-08,ZNGA,2
2012-12-08,GE,-3
2012-12-08,PCCC,6
2012-12-08,NTRI,6
2012-12-08,TXN,6
2012-12-08,MMR,6
2012-12-08,SHLD,2
2012-12-08,VPRT,6
2012-12-08,BAC,5
2012-12-08,FLWS,6
2012-12-08,ARO,6
2012-12-08,BKS,2
2012-12-08,NXY,2
2012-12-08,VITC,6
2012-12-08,AIG,2
2012-12-08,GOOG,-3
2012-12-08,P,2
2012-12-08,CMG,6
2012-12-08,PETM,6
2012-12-08,DKS,6
2012-12-08,SNE,6
2012-12-08,GRPN,2
2012-12-08,JEF,6
2012-12-08,T,-1
2012-12-08,AAPL,2
2012-12-08,GES,6
2012-12-08,CAT,6
2012-12-08,DLX,6
2012-12-08,GILD,6
2012-12-08,JOSB,6
2012-12-08,RL,6
2012-12-08,WAG,6
2012-12-08,HOV,6
2012-12-08,IBM,2
2012-12-08,DELL,-1
2012-12-08,FCX,6
2012-12-08,SCHW,6
2012-12-08,QCOM,6
2012-12-08,NOK,6
2012-12-08,ZLC,6
2012-12-08,SCHL,6
2012-12-08,NLY,6
2012-12-08,CMCSA,6
2012-12-08,SKS,6
2012-12-08,EMC,6
2012-12-08,ACOM,6
2012-12-08,BTU,6
2012-12-09,ARNA,6
2012-12-09,JOSB,6
2012-12-09,VITC,6
2012-12-09,TIF,6
2012-12-09,ATVI,6
2012-12-09,DDS,6
2012-12-09,SKS,6
2012-12-09,MMR,6
2012-12-09,MCP,6
2012-12-09,HOTT,6
2012-12-09,SIRI,6
2012-12-09,GPS,2
2012-12-09,CMG,6
2012-12-09,P,6
2012-12-09,CIM,6
2012-12-09,MYL,6
2012-12-09,T,-1
2012-12-09,AMZN,2
2012-12-09,PFE,2
2012-12-09,TXN,6
2012-12-09,BKS,2
2012-12-09,JPM,6
2012-12-09,UA,6
2012-12-09,PXP,6
2012-12-09,SYMC,6
2012-12-09,NFLX,-3
2012-12-09,ZLC,6
2012-12-09,NKE,6
2012-12-09,VPRT,6
2012-12-09,YHOO,3
2012-12-09,AVP,6
2012-12-09,PETS,6
2012-12-09,GWW,6
2012-12-09,FCX,6
2012-12-09,BTU,6
2012-12-09,BBY,6
2012-12-09,GES,6
2012-12-09,EL,6
2012-12-09,ARO,6
2012-12-09,URBN,6
2012-12-09,INTC,-1
2012-12-09,DLX,6
2012-12-09,SD,2
2012-12-09,FL,6
2012-12-09,JWN,2
2012-12-09,NLY,6
2012-12-09,ORCL,6
2012-12-09,EMC,6
2012-12-09,RL,6
2012-12-09,JNJ,6
2012-12-09,FOSL,6
2012-12-09,C,6
2012-12-09,NTRI,6
2012-12-09,S,2
2012-12-09,HOV,6
2012-12-09,SWY,6
2012-12-09,FSLR,6
2012-12-09,F,-1
2012-12-09,NILE,6
2012-12-09,CMCSA,6
2012-12-09,KR,6
2012-12-09,TM,1
2012-12-09,AMD,2
2012-12-09,SFLY,6
2012-12-09,AEO,6
2012-12-09,TIE,6
2012-12-09,AAPL,3
2012-12-09,FB,-1
2012-12-09,AIG,2
2012-12-09,CSCO,1
2012-12-09,MDLZ,6
2012-12-09,GOOG,-3
2012-12-09,BAC,2
2012-12-09,NWSA,6
2012-12-09,EXPR,6
2012-12-09,ANN,6
2012-12-09,FLWS,6
2012-12-09,CAB,6
2012-12-09,KSS,6
2012-12-09,BMY,6
2012-12-09,VALE,6
2012-12-09,TGT,1
2012-12-09,CAT,6
2012-12-09,DAL,2
2012-12-09,GMCR,6
2012-12-09,GS,1
2012-12-09,XOM,-3
2012-12-09,QCOM,6
2012-12-09,ABT,6
2012-12-09,CVS,6
2012-12-09,GE,-3
2012-12-09,SHLD,2
2012-12-09,HD,2
2012-12-09,DSW,6
2012-12-09,AZO,6
2012-12-09,VZ,2
2012-12-09,EBAY,1
2012-12-09,COST,1
2012-12-09,JEF,6
2012-12-09,IBM,1
2012-12-09,GILD,6
2012-12-09,SCHL,6
2012-12-09,M,3
2012-12-09,MGM,6
2012-12-09,ACI,2
2012-12-09,GME,6
2012-12-09,WAG,6
2012-12-09,WFC,-3
2012-12-09,NXY,2
2012-12-09,NOK,6
2012-12-09,SCHW,6
2012-12-09,WTW,2
2012-12-09,SNE,2
2012-12-09,JCP,6
2012-12-09,KO,6
2012-12-09,PETM,6
2012-12-09,WMT,-1
2012-12-09,DELL,-1
2012-12-09,BA,1
2012-12-09,LOW,6
2012-12-09,ACOM,6
2012-12-09,PCCC,6
2012-12-09,COH,6
2012-12-09,DIS,6
2012-12-09,AMAT,6
2012-12-09,RSH,6
2012-12-09,GRPN,2
2012-12-09,DKS,6
2012-12-09,ZNGA,2
2012-12-09,MSFT,6
2012-12-10,P,6
2012-12-10,CVS,6
2012-12-10,AVP,6
2012-12-10,GS,-3
2012-12-10,JOSB,6
2012-12-10,JEF,6
2012-12-10,MSFT,1
2012-12-10,MDLZ,6
2012-12-10,NXY,6
2012-12-10,CIM,6
2012-12-10,ARO,6
2012-12-10,SIRI,6
2012-12-10,AIG,1
2012-12-10,DKS,6
2012-12-10,FL,6
2012-12-10,SD,2
2012-12-10,SHLD,2
2012-12-10,ZLC,6
2012-12-10,DLX,6
2012-12-10,TIE,6
2012-12-10,DSW,6
2012-12-10,C,4
2012-12-10,GRPN,2
2012-12-10,FSLR,6
2012-12-10,AEO,6
2012-12-10,TM,1
2012-12-10,SFLY,6
2012-12-10,S,2
2012-12-10,RL,6
2012-12-10,XOM,-3
2012-12-10,SCHL,6
2012-12-10,SKS,6
2012-12-10,ANN,6
2012-12-10,MCP,6
2012-12-10,SCHW,6
2012-12-10,FCX,6
2012-12-10,VZ,6
2012-12-10,KO,6
2012-12-10,ARNA,6
2012-12-10,TXN,6
2012-12-10,PFE,2
2012-12-10,URBN,6
2012-12-10,COH,6
2012-12-10,BA,1
2012-12-10,KR,6
2012-12-10,AZO,6
2012-12-10,SYMC,6
2012-12-10,INTC,-1
2012-12-10,CMG,2
2012-12-10,AMAT,6
2012-12-10,KSS,6
2012-12-10,YHOO,6
2012-12-10,ATVI,6
2012-12-10,UA,6
2012-12-10,DIS,1
2012-12-10,BTU,6
2012-12-10,GES,6
2012-12-10,BKS,2
2012-12-10,BAC,2
2012-12-10,GMCR,6
2012-12-10,EXPR,6
2012-12-10,ZNGA,2
2012-12-10,TGT,1
2012-12-10,DDS,6
2012-12-10,EL,6
2012-12-10,FB,-1
2012-12-10,NILE,6
2012-12-10,CMCSA,6
2012-12-10,CAB,6
2012-12-10,EBAY,6
2012-12-10,FOSL,6
2012-12-10,DELL,-1
2012-12-10,WFC,-1
2012-12-10,PETS,6
2012-12-10,MMR,6
2012-12-10,COST,1
2012-12-10,AMD,2
2012-12-10,BBY,1
2012-12-10,NLY,6
2012-12-10,HOTT,6
2012-12-10,TIF,6
2012-12-10,NKE,2
2012-12-10,WMT,-1
2012-12-10,NOK,6
2012-12-10,FLWS,6
2012-12-10,M,3
2012-12-10,PETM,6
2012-12-10,ACI,2
2012-12-10,GME,6
2012-12-10,F,-1
2012-12-10,JNJ,2
2012-12-10,HD,2
2012-12-10,GILD,6
2012-12-10,GOOG,-1
2012-12-10,WTW,2
2012-12-10,BMY,6
2012-12-10,CAT,6
2012-12-10,NFLX,-1
2012-12-10,NTRI,6
2012-12-10,GPS,2
2012-12-10,SWY,6
2012-12-10,NWSA,6
