symbol,date,sentiment_signal
KR,1/22/2013,-1
CMA,1/22/2013,6
AIG,1/22/2013,-1
SPG,1/22/2013,6
CRM,1/22/2013,6
JCP,1/22/2013,2
MMR,1/22/2013,1
DELL,1/22/2013,-1
JWN,1/22/2013,1
GNW,1/22/2013,2
WAT,1/22/2013,6
DGX,1/22/2013,6
CL,1/22/2013,6
ESRX,1/22/2013,2
MAR,1/22/2013,6
ACI,1/22/2013,5
VIAB,1/22/2013,6
EW,1/22/2013,6
MSFT,1/22/2013,-3
TWX,1/22/2013,6
X,1/22/2013,6
KEY,1/22/2013,6
PBI,1/22/2013,6
OI,1/22/2013,6
NTRI,1/22/2013,3
BWA,1/22/2013,2
JCI,1/22/2013,6
MGM,1/22/2013,1
EFX,1/22/2013,6
IRM,1/22/2013,6
ZION,1/22/2013,6
BIIB,1/22/2013,6
KIM,1/22/2013,6
AMD,1/22/2013,1
SNA,1/22/2013,6
CMCSA,1/22/2013,1
DLPH,1/22/2013,6
CVC,1/22/2013,6
STZ,1/22/2013,6
CCI,1/22/2013,6
BRK-B,1/22/2013,2
FE,1/22/2013,2
PLD,1/22/2013,2
CMS,1/22/2013,2
ORCL,1/22/2013,-1
AEO,1/22/2013,1
ATI,1/22/2013,6
HES,1/22/2013,6
MCK,1/22/2013,6
LUV,1/22/2013,1
HNZ,1/22/2013,6
TE,1/22/2013,6
MTB,1/22/2013,2
APA,1/22/2013,6
ITW,1/22/2013,6
FMC,1/22/2013,6
AVY,1/22/2013,6
CIM,1/22/2013,1
CBS,1/22/2013,-1
PAYX,1/22/2013,6
QCOM,1/22/2013,-1
PCAR,1/22/2013,6
L,1/22/2013,2
BSX,1/22/2013,6
F,1/22/2013,-1
BHI,1/22/2013,6
IPG,1/22/2013,6
CB,1/22/2013,6
TSN,1/22/2013,6
DTE,1/22/2013,6
AMP,1/22/2013,6
KSS,1/22/2013,6
COL,1/22/2013,6
PG,1/22/2013,6
SCG,1/22/2013,6
PETS,1/22/2013,1
DRI,1/22/2013,6
BKS,1/22/2013,-1
NU,1/22/2013,6
ISRG,1/22/2013,1
NOV,1/22/2013,6
ICE,1/22/2013,6
MSI,1/22/2013,2
D,1/22/2013,6
NFX,1/22/2013,6
VRSN,1/22/2013,6
CSCO,1/22/2013,-3
S,1/22/2013,-1
WM,1/22/2013,6
SLM,1/22/2013,6
GRMN,1/22/2013,6
SRCL,1/22/2013,6
SKS,1/22/2013,6
USB,1/22/2013,2
MET,1/22/2013,6
MCP,1/22/2013,-3
MCHP,1/22/2013,6
PRU,1/22/2013,6
CVH,1/22/2013,6
NTAP,1/22/2013,2
MUR,1/22/2013,6
WMT,1/22/2013,1
T,1/22/2013,-1
LLL,1/22/2013,6
ANN,1/22/2013,6
FLIR,1/22/2013,2
LO,1/22/2013,6
SO,1/22/2013,6
HOTT,1/22/2013,1
SHW,1/22/2013,6
HAR,1/22/2013,6
STX,1/22/2013,6
UPS,1/22/2013,6
ETN,1/22/2013,6
SCHL,1/22/2013,6
DVA,1/22/2013,2
NFLX,1/22/2013,6
DLX,1/22/2013,1
TJX,1/22/2013,6
RHI,1/22/2013,6
PXD,1/22/2013,6
AET,1/22/2013,1
PNC,1/22/2013,1
BCR,1/22/2013,6
DKS,1/22/2013,6
MAS,1/22/2013,6
ROP,1/22/2013,6
CFN,1/22/2013,6
PCS,1/22/2013,6
R,1/22/2013,6
LEN,1/22/2013,6
SNDK,1/22/2013,6
NVDA,1/22/2013,1
ACN,1/22/2013,2
PBCT,1/22/2013,6
ZNGA,1/22/2013,-1
HSP,1/22/2013,6
CAT,1/22/2013,-3
LUK,1/22/2013,6
WHR,1/22/2013,6
WY,1/22/2013,6
BF-B,1/22/2013,2
HSY,1/22/2013,6
DOW,1/22/2013,1
EXPR,1/22/2013,6
CPB,1/22/2013,6
RL,1/22/2013,6
GILD,1/22/2013,1
DUK,1/22/2013,2
BRCM,1/22/2013,6
HPQ,1/22/2013,6
NEM,1/22/2013,6
PSA,1/22/2013,6
FIS,1/22/2013,6
NTRS,1/22/2013,6
EBAY,1/22/2013,1
CCL,1/22/2013,6
TER,1/22/2013,6
AEP,1/22/2013,6
AON,1/22/2013,2
FCX,1/22/2013,1
AZO,1/22/2013,1
GAS,1/22/2013,6
ADP,1/22/2013,6
BMY,1/22/2013,6
HOV,1/22/2013,6
ROK,1/22/2013,6
ALTR,1/22/2013,2
TMK,1/22/2013,6
RHT,1/22/2013,2
XRAY,1/22/2013,6
TROW,1/22/2013,6
HRS,1/22/2013,6
C,1/22/2013,-1
SNE,1/22/2013,-1
CF,1/22/2013,6
APC,1/22/2013,2
PNR,1/22/2013,6
FFIV,1/22/2013,2
GPC,1/22/2013,6
COG,1/22/2013,6
K,1/22/2013,6
GT,1/22/2013,2
NOK,1/22/2013,2
ADT,1/22/2013,2
URBN,1/22/2013,6
QEP,1/22/2013,6
PX,1/22/2013,2
ABT,1/22/2013,6
PHM,1/22/2013,2
BAC,1/22/2013,-1
MET,1/23/2013,6
GT,1/23/2013,2
ACOM,1/23/2013,-1
EXPE,1/23/2013,6
DOW,1/23/2013,3
CHRW,1/23/2013,6
DPS,1/23/2013,2
NOC,1/23/2013,6
HUM,1/23/2013,1
MTB,1/23/2013,2
APC,1/23/2013,6
STT,1/23/2013,6
BMC,1/23/2013,2
CERN,1/23/2013,6
S,1/23/2013,-1
BWA,1/23/2013,2
AAPL,1/23/2013,-3
EMC,1/23/2013,-1
CL,1/23/2013,6
IP,1/23/2013,6
NFX,1/23/2013,6
IVZ,1/23/2013,2
KRFT,1/23/2013,2
VPRT,1/23/2013,1
PEG,1/23/2013,6
THC,1/23/2013,6
PETS,1/23/2013,1
HSP,1/23/2013,6
JDSU,1/23/2013,2
ADT,1/23/2013,2
PBCT,1/23/2013,6
ADP,1/23/2013,6
DLTR,1/23/2013,6
VTR,1/23/2013,6
CI,1/23/2013,2
KMI,1/23/2013,6
NFLX,1/23/2013,1
NBL,1/23/2013,6
DDS,1/23/2013,3
DO,1/23/2013,6
NVDA,1/23/2013,1
GWW,1/23/2013,1
EFX,1/23/2013,6
MUR,1/23/2013,6
MDT,1/23/2013,6
XOM,1/23/2013,-1
ALL,1/23/2013,6
SYY,1/23/2013,2
INTU,1/23/2013,2
NRG,1/23/2013,6
ARO,1/23/2013,3
CA,1/23/2013,3
MAT,1/23/2013,6
AFL,1/23/2013,6
ABC,1/23/2013,2
LLTC,1/23/2013,6
BAX,1/23/2013,6
KMB,1/23/2013,6
FIS,1/23/2013,6
IGT,1/23/2013,6
PBI,1/23/2013,6
BIG,1/23/2013,6
SKS,1/23/2013,6
BIIB,1/23/2013,6
IR,1/23/2013,6
RSG,1/23/2013,6
VIAB,1/23/2013,6
CAT,1/23/2013,-1
PCCC,1/23/2013,1
IFF,1/23/2013,2
SCG,1/23/2013,6
CTSH,1/23/2013,6
SLB,1/23/2013,4
SCHL,1/23/2013,6
BTU,1/23/2013,3
AIZ,1/23/2013,6
DSW,1/23/2013,1
XRAY,1/23/2013,6
SEE,1/23/2013,6
FSLR,1/23/2013,2
COH,1/23/2013,-3
SAI,1/23/2013,6
EXPD,1/23/2013,6
ADBE,1/23/2013,6
MCO,1/23/2013,2
SRE,1/23/2013,6
STJ,1/23/2013,6
L,1/23/2013,6
OXY,1/23/2013,6
XL,1/23/2013,6
FL,1/23/2013,3
IRM,1/23/2013,6
UNH,1/23/2013,6
HBAN,1/23/2013,6
RRC,1/23/2013,6
CAG,1/23/2013,6
AMD,1/23/2013,6
ANN,1/23/2013,6
GD,1/23/2013,1
JCP,1/23/2013,2
ADI,1/23/2013,2
VNO,1/23/2013,6
MMR,1/23/2013,1
P,1/23/2013,6
FLIR,1/23/2013,2
MJN,1/23/2013,6
FE,1/23/2013,2
WDC,1/23/2013,2
TMK,1/23/2013,6
PCP,1/23/2013,6
PXP,1/23/2013,4
CTXS,1/23/2013,2
TMO,1/23/2013,6
PETM,1/23/2013,-3
AA,1/23/2013,2
LMT,1/23/2013,6
DHI,1/23/2013,6
SHW,1/23/2013,6
APOL,1/23/2013,2
CVH,1/23/2013,6
BEN,1/23/2013,6
APH,1/23/2013,6
WEC,1/23/2013,6
PRGO,1/23/2013,6
MCK,1/23/2013,6
CSX,1/23/2013,-3
SPG,1/23/2013,6
GES,1/23/2013,3
ORCL,1/23/2013,-1
NKE,1/23/2013,-1
HAL,1/23/2013,2
GPC,1/23/2013,6
DF,1/23/2013,6
BCR,1/23/2013,6
COL,1/23/2013,6
UTX,1/23/2013,3
FTR,1/23/2013,2
EXC,1/23/2013,2
LRCX,1/23/2013,6
HES,1/23/2013,6
MSFT,1/23/2013,-1
CELG,1/23/2013,2
PKI,1/23/2013,6
SIRI,1/23/2013,-3
FLS,1/23/2013,6
FAST,1/23/2013,6
DUK,1/23/2013,6
LEN,1/23/2013,3
PNW,1/23/2013,6
HRB,1/23/2013,2
FRX,1/23/2013,6
EMN,1/23/2013,6
DTV,1/23/2013,6
CFN,1/23/2013,6
LYB,1/23/2013,6
FLWS,1/23/2013,3
ZNGA,1/23/2013,-1
MOLX,1/23/2013,6
EL,1/23/2013,3
ARG,1/23/2013,6
MRK,1/23/2013,6
TIF,1/23/2013,-1
LEG,1/23/2013,6
R,1/23/2013,6
KMX,1/23/2013,6
SWN,1/23/2013,6
TGT,1/23/2013,2
HRL,1/23/2013,6
NBR,1/23/2013,2
D,1/23/2013,6
FISV,1/23/2013,1
TRIP,1/23/2013,6
COG,1/23/2013,6
EIX,1/23/2013,6
OKE,1/23/2013,2
BF-B,1/23/2013,2
JWN,1/23/2013,-3
HOV,1/23/2013,6
FTI,1/23/2013,6
COP,1/23/2013,6
HON,1/23/2013,1
CAH,1/23/2013,6
ACE,1/23/2013,6
PXD,1/23/2013,6
SCHW,1/23/2013,-3
PPL,1/23/2013,6
CAB,1/23/2013,3
NU,1/23/2013,6
TXN,1/23/2013,1
GLW,1/23/2013,2
DFS,1/23/2013,2
COV,1/23/2013,3
JNJ,1/23/2013,6
VAR,1/23/2013,6
TSN,1/23/2013,6
LNC,1/23/2013,6
CMI,1/23/2013,2
HCN,1/23/2013,6
VFC,1/23/2013,6
PRU,1/23/2013,6
CMS,1/23/2013,2
DIS,1/23/2013,6
AVP,1/23/2013,1
WFM,1/23/2013,6
BXP,1/23/2013,6
ALXN,1/23/2013,6
BK,1/23/2013,1
DHR,1/23/2013,6
BSX,1/23/2013,2
DOV,1/23/2013,6
RSH,1/23/2013,1
AEE,1/23/2013,2
JPM,1/23/2013,-3
GIS,1/23/2013,6
MU,1/23/2013,1
KO,1/23/2013,-1
SE,1/23/2013,6
APA,1/23/2013,6
GRMN,1/23/2013,6
ROK,1/23/2013,6
SBUX,1/23/2013,1
KIM,1/23/2013,6
GS,1/23/2013,-1
SHLD,1/23/2013,-1
RAI,1/23/2013,6
USB,1/23/2013,2
ECL,1/23/2013,6
ESV,1/23/2013,6
DD,1/23/2013,6
MGM,1/23/2013,1
PPG,1/23/2013,1
AVB,1/23/2013,6
ZLC,1/23/2013,3
NI,1/23/2013,6
AXP,1/23/2013,6
GMCR,1/23/2013,-1
PNC,1/23/2013,1
AMP,1/23/2013,6
KLAC,1/23/2013,6
WPI,1/23/2013,6
A,1/23/2013,6
CNP,1/23/2013,6
MDLZ,1/23/2013,1
X,1/23/2013,2
NLY,1/23/2013,6
YHOO,1/23/2013,5
AZO,1/23/2013,1
V,1/23/2013,2
LLL,1/23/2013,6
JOY,1/23/2013,1
CIM,1/23/2013,1
TM,1/23/2013,1
HOTT,1/23/2013,1
TROW,1/23/2013,6
HOT,1/23/2013,2
STI,1/23/2013,6
AEO,1/23/2013,1
BRCM,1/23/2013,2
COF,1/23/2013,1
JOSB,1/23/2013,6
PNR,1/23/2013,6
ADM,1/23/2013,6
QCOM,1/23/2013,-1
INTC,1/23/2013,-1
KEY,1/23/2013,6
SNA,1/23/2013,6
EQR,1/23/2013,2
CSC,1/23/2013,6
DNB,1/23/2013,6
GAS,1/23/2013,6
BRK-B,1/23/2013,1
NWL,1/23/2013,6
WPX,1/23/2013,6
MMM,1/23/2013,6
WU,1/23/2013,6
TAP,1/23/2013,6
AEP,1/23/2013,6
RTN,1/23/2013,6
HD,1/23/2013,6
AET,1/23/2013,1
SIAL,1/23/2013,6
RL,1/23/2013,6
VRSN,1/23/2013,6
BKS,1/23/2013,3
AMZN,1/23/2013,5
SWY,1/23/2013,-1
FDO,1/23/2013,6
PH,1/23/2013,6
RHT,1/23/2013,2
HCBK,1/23/2013,6
LO,1/23/2013,6
XRX,1/23/2013,6
BBBY,1/23/2013,6
PWR,1/23/2013,6
HNZ,1/23/2013,6
SRCL,1/23/2013,6
ETN,1/23/2013,6
GILD,1/23/2013,1
CCE,1/23/2013,2
GE,1/23/2013,6
PGR,1/23/2013,2
HAS,1/23/2013,2
UNP,1/23/2013,6
HPQ,1/23/2013,6
TWC,1/23/2013,2
CTAS,1/23/2013,6
GRPN,1/23/2013,-1
ATI,1/23/2013,2
GOOG,1/23/2013,2
ROP,1/23/2013,6
PFG,1/23/2013,6
NEM,1/23/2013,6
CVS,1/23/2013,6
LOW,1/23/2013,6
URBN,1/23/2013,6
WMT,1/23/2013,1
BMY,1/23/2013,6
CMA,1/23/2013,6
NOV,1/23/2013,6
UA,1/23/2013,1
LM,1/23/2013,2
FLR,1/23/2013,2
SYK,1/23/2013,2
EW,1/23/2013,6
RHI,1/23/2013,6
WFC,1/23/2013,1
HOG,1/23/2013,6
CRM,1/23/2013,2
AKAM,1/23/2013,2
FHN,1/23/2013,2
KSS,1/23/2013,6
NTRI,1/23/2013,3
CCI,1/23/2013,6
LUV,1/23/2013,1
GME,1/23/2013,6
STX,1/23/2013,6
FMC,1/23/2013,6
DAL,1/23/2013,5
WHR,1/23/2013,6
AMGN,1/23/2013,1
IBM,1/23/2013,-1
MYL,1/23/2013,3
WIN,1/23/2013,6
PCG,1/23/2013,6
TSS,1/23/2013,6
MCHP,1/23/2013,6
MPC,1/23/2013,6
SLM,1/23/2013,6
OI,1/23/2013,6
AMT,1/23/2013,6
CBS,1/23/2013,4
MAR,1/23/2013,6
GPS,1/23/2013,-1
LLY,1/23/2013,2
XLNX,1/23/2013,6
HSY,1/23/2013,6
TXT,1/23/2013,6
HP,1/23/2013,6
DLPH,1/23/2013,6
SNI,1/23/2013,6
FCX,1/23/2013,3
WM,1/23/2013,6
BLL,1/23/2013,6
TRV,1/23/2013,6
PHM,1/23/2013,2
PEP,1/23/2013,2
PDCO,1/23/2013,6
JBL,1/23/2013,6
EBAY,1/23/2013,3
MCP,1/23/2013,-3
TDC,1/23/2013,6
BAC,1/23/2013,4
AMAT,1/23/2013,6
AES,1/23/2013,6
VLO,1/23/2013,6
STZ,1/23/2013,6
LH,1/23/2013,6
FB,1/23/2013,-1
SPLS,1/23/2013,6
NTAP,1/23/2013,2
NTRS,1/23/2013,6
TE,1/23/2013,6
DKS,1/23/2013,6
ANF,1/23/2013,6
TJX,1/23/2013,6
CSCO,1/23/2013,1
HAR,1/23/2013,2
AON,1/23/2013,2
CNX,1/23/2013,6
BLK,1/23/2013,1
FDX,1/23/2013,6
WYN,1/23/2013,6
MA,1/23/2013,2
TYC,1/23/2013,6
SO,1/23/2013,6
WAT,1/23/2013,6
M,1/23/2013,-1
ALTR,1/23/2013,2
CB,1/23/2013,6
UPS,1/23/2013,6
CCL,1/23/2013,6
XYL,1/23/2013,6
MS,1/23/2013,4
MNST,1/23/2013,2
MKC,1/23/2013,6
ESRX,1/23/2013,2
ICE,1/23/2013,6
ZMH,1/23/2013,6
ADSK,1/23/2013,2
CMG,1/23/2013,-1
ETFC,1/23/2013,3
ACN,1/23/2013,1
VITC,1/23/2013,-1
LSI,1/23/2013,6
PCS,1/23/2013,6
MHFI,1/23/2013,2
YUM,1/23/2013,3
K,1/23/2013,6
JEC,1/23/2013,2
PCL,1/23/2013,6
VALE,1/23/2013,-1
MO,1/23/2013,2
AGN,1/23/2013,1
MWV,1/23/2013,6
MOS,1/23/2013,6
RDC,1/23/2013,6
ORLY,1/23/2013,6
ABBV,1/23/2013,6
MRO,1/23/2013,6
BBT,1/23/2013,4
NXY,1/23/2013,-1
MCD,1/23/2013,3
EXPR,1/23/2013,6
UNM,1/23/2013,6
PAYX,1/23/2013,6
NEE,1/23/2013,6
WMB,1/23/2013,2
JEF,1/23/2013,-3
PCAR,1/23/2013,6
DTE,1/23/2013,6
WTW,1/23/2013,3
NSC,1/23/2013,2
CME,1/23/2013,1
C,1/23/2013,-1
SFLY,1/23/2013,3
TWX,1/23/2013,6
SWK,1/23/2013,6
FOSL,1/23/2013,1
NDAQ,1/23/2013,6
AN,1/23/2013,6
AIG,1/23/2013,-1
DRI,1/23/2013,6
IPG,1/23/2013,6
COST,1/23/2013,1
PFE,1/23/2013,1
ISRG,1/23/2013,1
PG,1/23/2013,6
AVY,1/23/2013,6
F,1/23/2013,3
PSA,1/23/2013,6
KR,1/23/2013,-1
WY,1/23/2013,6
DGX,1/23/2013,2
OMC,1/23/2013,6
ABT,1/23/2013,6
BMS,1/23/2013,6
NE,1/23/2013,6
WAG,1/23/2013,6
MMC,1/23/2013,6
ZION,1/23/2013,6
MSI,1/23/2013,3
ROST,1/23/2013,6
CINF,1/23/2013,6
CVC,1/23/2013,6
RF,1/23/2013,2
EMR,1/23/2013,6
QEP,1/23/2013,6
BEAM,1/23/2013,2
PLD,1/23/2013,2
DLX,1/23/2013,1
SD,1/23/2013,-1
DELL,1/23/2013,4
CF,1/23/2013,6
CTL,1/23/2013,6
CPB,1/23/2013,6
WYNN,1/23/2013,6
PX,1/23/2013,1
TEG,1/23/2013,6
NYX,1/23/2013,6
JCI,1/23/2013,4
ETR,1/23/2013,6
TIBX,1/23/2013,6
EQT,1/23/2013,2
SNE,1/23/2013,-1
BHI,1/23/2013,1
FFIV,1/23/2013,6
BBY,1/23/2013,2
CMCSA,1/23/2013,1
SNDK,1/23/2013,6
JNPR,1/23/2013,6
PCLN,1/23/2013,2
HIG,1/23/2013,6
CVX,1/23/2013,1
MON,1/23/2013,2
BA,1/23/2013,2
HRS,1/23/2013,6
NWSA,1/23/2013,1
MAS,1/23/2013,6
AIV,1/23/2013,6
BDX,1/23/2013,6
VZ,1/23/2013,-1
TER,1/23/2013,6
ATVI,1/23/2013,-1
TEL,1/23/2013,2
PSX,1/23/2013,2
GNW,1/23/2013,2
DE,1/23/2013,6
DISCA,1/23/2013,6
PLL,1/23/2013,6
CHK,1/23/2013,3
SYMC,1/23/2013,-3
TSO,1/23/2013,6
NOK,1/23/2013,5
T,1/23/2013,-1
CAM,1/23/2013,6
GCI,1/23/2013,2
VMC,1/23/2013,6
DG,1/23/2013,1
FITB,1/23/2013,6
EOG,1/23/2013,2
APD,1/23/2013,2
WPO,1/23/2013,6
LUK,1/23/2013,6
DNR,1/23/2013,6
ARNA,1/23/2013,1
ACI,1/23/2013,5
PM,1/23/2013,6
XEL,1/23/2013,6
NILE,1/23/2013,4
DVA,1/23/2013,2
ITW,1/23/2013,6
SJM,1/23/2013,6
ED,1/23/2013,6
MCP,1/24/2013,-1
OMC,1/24/2013,6
CRM,1/24/2013,2
VPRT,1/24/2013,1
ALTR,1/24/2013,1
NLY,1/24/2013,6
FITB,1/24/2013,1
VMC,1/24/2013,6
NBL,1/24/2013,6
NEE,1/24/2013,6
C,1/24/2013,-1
JDSU,1/24/2013,2
DFS,1/24/2013,2
MPC,1/24/2013,6
IBM,1/24/2013,-1
GAS,1/24/2013,6
CPB,1/24/2013,6
TSN,1/24/2013,6
HNZ,1/24/2013,6
DDS,1/24/2013,3
TJX,1/24/2013,6
SD,1/24/2013,-1
AEP,1/24/2013,6
UA,1/24/2013,1
VFC,1/24/2013,6
PRGO,1/24/2013,6
FCX,1/24/2013,3
CVC,1/24/2013,6
BIG,1/24/2013,6
ETN,1/24/2013,6
CCI,1/24/2013,2
MKC,1/24/2013,2
PBI,1/24/2013,6
AGN,1/24/2013,1
BIIB,1/24/2013,6
MTB,1/24/2013,2
DF,1/24/2013,6
RSG,1/24/2013,6
BDX,1/24/2013,6
KEY,1/24/2013,2
F,1/24/2013,1
MET,1/24/2013,6
APOL,1/24/2013,2
EW,1/24/2013,6
JBL,1/24/2013,6
EQR,1/24/2013,2
VAR,1/24/2013,6
AET,1/24/2013,1
TYC,1/24/2013,2
MO,1/24/2013,2
XOM,1/24/2013,-1
GIS,1/24/2013,6
T,1/24/2013,-3
RHI,1/24/2013,6
YHOO,1/24/2013,6
TWX,1/24/2013,2
IGT,1/24/2013,6
IFF,1/24/2013,2
NWL,1/24/2013,6
WDC,1/24/2013,2
EMN,1/24/2013,6
CNP,1/24/2013,6
PCLN,1/24/2013,2
CMG,1/24/2013,-1
KMI,1/24/2013,6
VZ,1/24/2013,-1
BWA,1/24/2013,2
NSC,1/24/2013,6
TMO,1/24/2013,6
FAST,1/24/2013,6
PSA,1/24/2013,6
AAPL,1/24/2013,-3
S,1/24/2013,-1
MCK,1/24/2013,6
FTI,1/24/2013,6
AMGN,1/24/2013,1
NILE,1/24/2013,4
SLM,1/24/2013,6
AIZ,1/24/2013,6
FB,1/24/2013,6
TROW,1/24/2013,6
NEM,1/24/2013,6
USB,1/24/2013,6
MA,1/24/2013,2
EL,1/24/2013,3
NBR,1/24/2013,2
FLIR,1/24/2013,2
TSO,1/24/2013,6
AES,1/24/2013,2
FSLR,1/24/2013,2
MU,1/24/2013,1
GMCR,1/24/2013,-3
TEL,1/24/2013,2
IRM,1/24/2013,6
TRV,1/24/2013,6
XRAY,1/24/2013,6
MCHP,1/24/2013,6
BLK,1/24/2013,4
MAR,1/24/2013,6
NKE,1/24/2013,-1
CA,1/24/2013,-1
NFX,1/24/2013,6
MWV,1/24/2013,6
FOSL,1/24/2013,1
TEG,1/24/2013,2
ADSK,1/24/2013,6
SNI,1/24/2013,6
MUR,1/24/2013,6
FFIV,1/24/2013,3
DIS,1/24/2013,4
LNC,1/24/2013,6
URBN,1/24/2013,6
SBUX,1/24/2013,-3
BRCM,1/24/2013,2
KR,1/24/2013,-1
PEG,1/24/2013,6
DTV,1/24/2013,6
PNR,1/24/2013,6
EXPD,1/24/2013,6
WM,1/24/2013,6
FLR,1/24/2013,2
BCR,1/24/2013,6
HCBK,1/24/2013,6
XRX,1/24/2013,6
GME,1/24/2013,6
PDCO,1/24/2013,6
PCL,1/24/2013,6
COL,1/24/2013,6
RTN,1/24/2013,1
CB,1/24/2013,6
SHLD,1/24/2013,4
SPLS,1/24/2013,3
OKE,1/24/2013,2
CSX,1/24/2013,-1
PBCT,1/24/2013,6
DTE,1/24/2013,6
CTSH,1/24/2013,6
NXY,1/24/2013,-1
GD,1/24/2013,1
SPG,1/24/2013,6
HRB,1/24/2013,2
TXN,1/24/2013,1
AVY,1/24/2013,6
CMA,1/24/2013,2
KRFT,1/24/2013,2
DE,1/24/2013,6
SIRI,1/24/2013,-1
AMP,1/24/2013,6
TGT,1/24/2013,1
JEC,1/24/2013,6
BAX,1/24/2013,6
SLB,1/24/2013,4
CERN,1/24/2013,6
CVH,1/24/2013,6
R,1/24/2013,6
ACOM,1/24/2013,-1
ESV,1/24/2013,6
UPS,1/24/2013,6
RF,1/24/2013,2
PFG,1/24/2013,6
CSC,1/24/2013,6
AEE,1/24/2013,2
WPX,1/24/2013,6
JEF,1/24/2013,-3
RAI,1/24/2013,6
TRIP,1/24/2013,6
M,1/24/2013,-1
DHI,1/24/2013,2
DUK,1/24/2013,6
SFLY,1/24/2013,3
LUK,1/24/2013,6
BK,1/24/2013,3
PLL,1/24/2013,6
AVP,1/24/2013,1
ADM,1/24/2013,6
BF-B,1/24/2013,2
JWN,1/24/2013,-3
LSI,1/24/2013,6
ESRX,1/24/2013,2
DVA,1/24/2013,2
EMC,1/24/2013,-1
PRU,1/24/2013,6
LYB,1/24/2013,6
CINF,1/24/2013,6
COF,1/24/2013,1
AIV,1/24/2013,6
MJN,1/24/2013,6
HBAN,1/24/2013,4
PWR,1/24/2013,6
EIX,1/24/2013,6
CFN,1/24/2013,6
HSY,1/24/2013,6
GE,1/24/2013,6
ABBV,1/24/2013,6
DG,1/24/2013,1
COV,1/24/2013,6
CME,1/24/2013,1
BEAM,1/24/2013,2
DLTR,1/24/2013,6
MDT,1/24/2013,2
WFM,1/24/2013,6
RRC,1/24/2013,6
HRL,1/24/2013,6
CAG,1/24/2013,6
LRCX,1/24/2013,2
KMB,1/24/2013,6
JCP,1/24/2013,1
BAC,1/24/2013,-3
GLW,1/24/2013,2
FLWS,1/24/2013,3
SEE,1/24/2013,6
PETS,1/24/2013,1
DLX,1/24/2013,1
ZLC,1/24/2013,3
PSX,1/24/2013,2
DRI,1/24/2013,6
UNM,1/24/2013,6
QEP,1/24/2013,6
NTRI,1/24/2013,1
AEO,1/24/2013,1
SNA,1/24/2013,6
GWW,1/24/2013,1
WEC,1/24/2013,6
PKI,1/24/2013,6
HES,1/24/2013,6
MSFT,1/24/2013,-3
GNW,1/24/2013,2
LMT,1/24/2013,6
CTXS,1/24/2013,2
ARNA,1/24/2013,1
ATI,1/24/2013,2
CI,1/24/2013,6
WPI,1/24/2013,6
AFL,1/24/2013,3
ZION,1/24/2013,6
BBY,1/24/2013,2
PX,1/24/2013,3
WY,1/24/2013,6
WU,1/24/2013,6
ACI,1/24/2013,5
BEN,1/24/2013,6
CHK,1/24/2013,6
HOT,1/24/2013,2
SRE,1/24/2013,6
NU,1/24/2013,6
AON,1/24/2013,2
MAS,1/24/2013,6
KLAC,1/24/2013,2
GPC,1/24/2013,6
JNPR,1/24/2013,6
D,1/24/2013,6
MMM,1/24/2013,2
CCL,1/24/2013,6
TWC,1/24/2013,2
SJM,1/24/2013,6
LLL,1/24/2013,2
K,1/24/2013,6
HAS,1/24/2013,2
EXPR,1/24/2013,6
NOK,1/24/2013,2
WMB,1/24/2013,2
DD,1/24/2013,6
MCD,1/24/2013,-1
FDX,1/24/2013,6
NWSA,1/24/2013,1
BHI,1/24/2013,6
EXPE,1/24/2013,6
DOV,1/24/2013,2
ETFC,1/24/2013,3
SNDK,1/24/2013,1
CHRW,1/24/2013,6
GCI,1/24/2013,2
KMX,1/24/2013,6
RSH,1/24/2013,1
TXT,1/24/2013,6
PAYX,1/24/2013,6
AMAT,1/24/2013,6
EXC,1/24/2013,2
FISV,1/24/2013,1
NTRS,1/24/2013,6
PCP,1/24/2013,2
HON,1/24/2013,1
HD,1/24/2013,6
GES,1/24/2013,3
MDLZ,1/24/2013,1
FE,1/24/2013,6
L,1/24/2013,6
SO,1/24/2013,6
EQT,1/24/2013,6
MSI,1/24/2013,1
ROP,1/24/2013,6
CCE,1/24/2013,2
AZO,1/24/2013,1
VALE,1/24/2013,-1
ISRG,1/24/2013,3
BMS,1/24/2013,6
TIF,1/24/2013,-1
OXY,1/24/2013,6
PPG,1/24/2013,1
SWY,1/24/2013,-1
AIG,1/24/2013,-1
HOV,1/24/2013,6
GRPN,1/24/2013,-1
ZNGA,1/24/2013,-1
APA,1/24/2013,2
TE,1/24/2013,6
AN,1/24/2013,6
PLD,1/24/2013,2
PETM,1/24/2013,-3
CL,1/24/2013,6
AXP,1/24/2013,6
UTX,1/24/2013,3
DAL,1/24/2013,2
RHT,1/24/2013,2
MMR,1/24/2013,1
FRX,1/24/2013,6
TIBX,1/24/2013,6
CIM,1/24/2013,1
AKAM,1/24/2013,2
BLL,1/24/2013,6
SYY,1/24/2013,2
PXD,1/24/2013,6
TSS,1/24/2013,6
DPS,1/24/2013,2
ORLY,1/24/2013,6
NOC,1/24/2013,6
NRG,1/24/2013,2
CAH,1/24/2013,6
LLY,1/24/2013,2
ALXN,1/24/2013,6
A,1/24/2013,6
PCCC,1/24/2013,1
LUV,1/24/2013,1
SIAL,1/24/2013,6
